kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
16.4;0000-2400;;NOR;JXN Marine Norway;;NEu;no;1;;
3253;0600-0630;;CAN;VFF Iqaluit Meteo Fax;;ENA;i;1;0106;3112
3253;0700-0730;;CAN;VFF Iqaluit Meteo Fax;;ENA;i;1;0106;3112
3253;1000-1030;;CAN;VFF Iqaluit Meteo Fax;;ENA;r;1;1007;3110
3253;1100-1130;;CAN;VFF Iqaluit Meteo Fax;;ENA;r;1;1007;3110
3253;2100-2130;;CAN;VFF Iqaluit Meteo Fax;;ENA;i;1;0106;3112
3253;2200-2230;;CAN;VFF Iqaluit Meteo Fax;;ENA;i;1;0106;3112
3255;0500-0600;;G;BBC;E;SAf;/AFS;0;;
3255;0600-0700;;G;BBC;E;SAf;/AFS;6;0705;3108
3255;1600-2000;;G;BBC;E;SAf;/AFS;0;;
3255;1800-2000;;G;BBC Manchester OneLove;E;SAf;/AFS;6;0406;0406
3260;0900-0914;;PNG;NBC Port Moresby;E;PNG;ma;1;;[1216]
3260;1200-1206;Mo-Fr;PNG;NBC Port Moresby;E;PNG;ma;1;;[0617]
3260;0700-1207;;PNG;Radio Madang;TP;PNG;ma;1;;[0917]
3260;0700-1300;;PNG;Radio Madang;TP;PNG;ma;6;1407;1407
3260;1100-1400;;PNG;Radio Madang;TP;PNG;ma;6;1607;2307
3260;1900-2300;;PNG;Radio Madang;TP;PNG;ma;1;;
3276;0005-0015;;GRL;OYR Aasiaat Radio;E;GRL;up;4;;
3276;0035-0045;;GRL;OYR Aasiaat Radio;E;GRL;up;1;;
3276;0335-0345;;GRL;OYR Aasiaat Radio;E;GRL;up;1;;
3276;0635-0645;;GRL;OYR Aasiaat Radio;E;GRL;up;1;;
3276;0805-0815;;GRL;OYR Aasiaat Radio;E;GRL;up;2;;
3276;0935-0945;;GRL;OYR Aasiaat Radio;E;GRL;up;1;;
3276;1235-1245;;GRL;OYR Aasiaat Radio;E;GRL;up;1;;
3276;1305-1315;;GRL;OYR Aasiaat Radio;E;GRL;up;2;;
3276;1535-1545;;GRL;OYR Aasiaat Radio;E;GRL;up;1;;
3276;1805-1815;;GRL;OYR Aasiaat Radio;E;GRL;up;5;;
3276;1835-1845;;GRL;OYR Aasiaat Radio;E;GRL;up;1;;
3276;1905-1915;;GRL;OYR Aasiaat Radio;E;GRL;up;4;;
3276;2135-2145;;GRL;OYR Aasiaat Radio;E;GRL;up;1;;
3276;2305-2315;;GRL;OYR Aasiaat Radio;E;GRL;up;5;;
3277;0930-0942;;KRE;V28 Parrot Spy Numbers;K;FE;;1;;
3277;1030-1039;;KRE;V28 Parrot Spy Numbers;K;FE;;1;;[0517]
3277;1230-1239;;KRE;V28 Parrot Spy Numbers;K;FE;;1;;[0717]
3280.5;2000-0600;;G;GYA Northwood Meteo Fax;;WEu;nw;1;;
3280;0005-0015;;GRL;OYR Aasiaat Radio;E;GRL;uu;4;;
3280;0035-0045;;GRL;OYR Aasiaat Radio;E;GRL;uu;1;;
3280;0335-0345;;GRL;OYR Aasiaat Radio;E;GRL;uu;1;;
3280;0635-0645;;GRL;OYR Aasiaat Radio;E;GRL;uu;1;;
3280;0805-0815;;GRL;OYR Aasiaat Radio;E;GRL;uu;2;;
3280;0935-0945;;GRL;OYR Aasiaat Radio;E;GRL;uu;1;;
3280;1235-1245;;GRL;OYR Aasiaat Radio;E;GRL;uu;1;;
3280;1305-1315;;GRL;OYR Aasiaat Radio;E;GRL;uu;2;;
3280;1535-1545;;GRL;OYR Aasiaat Radio;E;GRL;uu;1;;
3280;1805-1815;;GRL;OYR Aasiaat Radio;E;GRL;uu;5;;
3280;1835-1845;;GRL;OYR Aasiaat Radio;E;GRL;uu;1;;
3280;1905-1915;;GRL;OYR Aasiaat Radio;E;GRL;uu;4;;
3280;2135-2145;;GRL;OYR Aasiaat Radio;E;GRL;uu;1;;
3280;2305-2315;;GRL;OYR Aasiaat Radio;E;GRL;uu;5;;
3310;0830-1200;;BOL;Radio Mosoj Chaski;S,Q;BOL;cb;1;;[0917]
3310;2030-0204;;BOL;Radio Mosoj Chaski;S,Q;BOL;cb;1;;[0917]
3310;0233-0243;;EST;Tallinn Radio;E;NEu;ta;1;;
3310;0633-0643;;EST;Tallinn Radio;E;NEu;ta;1;;
3310;1033-1043;;EST;Tallinn Radio;E;NEu;ta;1;;
3310;1433-1443;;EST;Tallinn Radio;E;NEu;ta;1;;
3310;1833-1843;;EST;Tallinn Radio;E;NEu;ta;1;;[0814]
3310;2233-2243;;EST;Tallinn Radio;E;NEu;ta;1;;
3310;0023-0033;;UKR;Odessa Radio;E;UKR;od;1;;[0315]
3310;0423-0433;;UKR;Odessa Radio;E;UKR;od;1;;
3310;0823-0833;;UKR;Odessa Radio;E;UKR;od;1;;
3310;1223-1233;;UKR;Odessa Radio;E;UKR;od;1;;
3310;1623-1633;;UKR;Odessa Radio;E;UKR;od;1;;
3310;2023-2033;;UKR;Odessa Radio;E;UKR;od;1;;
3315.5;0000-2400;;RUS;RCV Russian Navy;-CW;RUS;se;1;;[0616]
3320;1700-0600;;AFS;Radio Sonder Grense;AF;NMB;;0;;
3320;1515-1520;1.Sa;KRE;V15 Spy Numbers;K;FE;p;1;;
3320;1515-1520;3.Sa;KRE;V15 Spy Numbers;K;FE;p;1;;
3320;0330-0730;;KRE;PBS Pyongyang Pansong;K;FE;p;1;;
3320;0730-1330;;KRE;PBS Pyongyang Pansong;K;FE;p;1;;[0717]
3320;1330-1830;;KRE;PBS Pyongyang Pansong;K;FE;p;1;;
3320;1830-1900;;KRE;PBS Pyongyang Pansong;K;FE;p;1;;
3320;2130-0330;;KRE;PBS Pyongyang Pansong;K;FE;p;1;;[0517]
3325;0800-1703;;INS;RRI Palangkaraya;IN;INS;p;1;;[0917]
3325;1900-2155;Ram;INS;RRI Palangkaraya;IN;INS;p;5;;[0617]
3325;2155-0200;;INS;RRI Palangkaraya;IN;INS;p;1;;[0917]
3325;0700-1203;;PNG;NBC Bougainville;TP;PNG;b;1;;[0917]
3325;1200-1400;;PNG;NBC Bougainville;TP;PNG;b;6;1907;2307[0717]
3325;1200-1900;;PNG;NBC Bougainville;TP;PNG;b;6;1107;1207[0717]
3325;1900-2200;;PNG;NBC Bougainville;TP;PNG;b;1;;[0317]
3325;0900-0914;;PNG;NBC Port Moresby;E;PNG;b;1;;[0517]
3325;0930-1011;;PNG;NBC Port Moresby;E;PNG;b;1;;[0517]
3330;0000-2400;;CAN;CHU Ottawa;-TS;NAm;o;1;3005;
3335;0000-2400;;UZB;Channel Marker V;-CW;CAs;;1;;[1215]
3345;0300-0500;Mo-Fr;AFS;Channel Africa;E;SAf;;0;;
3345;1000-1505;irr;INS;RRI Ternate (Maluku);IN;INS;t;1;;[0417]
3345;2000-0030;irr;INS;RRI Ternate (Maluku);IN;INS;t;1;;[0217]
3365;0700-0300;;B;R.Cultura, Araraquara;P;B;ar;1;;[0316]
3365;0930-1011;;PNG;NBC Port Moresby;E;PNG;a;1;;[0517]
3365;1200-1203;;PNG;NBC Port Moresby;E;PNG;a;1;;[0617]
3365;0700-1203;;PNG;Radio Milne Bay;TP;PNG;a;1;;[0617]
3365;1413-1600;24Dec;PNG;Radio Milne Bay;TP;PNG;a;1;0112;2412
3365;1413-1900;Xmas;PNG;Radio Milne Bay;TP;PNG;a;1;3011;2512
3365;1900-2200;;PNG;Radio Milne Bay;TP;PNG;a;8;;[0214]
3365;0000-2400;;RUS;RIT Russian Navy;-CW;RUS;sm;1;;[0616]
3365.5;0000-2400;;RUS;RMP Russian Navy;-CW;RUS;kl;1;;[0616]
3368;0000-2400;;RUS;Russian Navy;-CW;RUS;xy;1;;[0616]
3368;2100-2110;Sa;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0111;2802[1114]
3375;0900-1300;;B;R.Municipal, Sao Gabriel;P;B;gc;3;;[0816]
3375;2100-0335;;B;R.Municipal, Sao Gabriel;P;B;gc;3;;[0216]
3385;0700-1252;;PNG;NBC East New Britain;TP;PNG;r;1;;[0215]
3385;1231-1600;31Dec;PNG;NBC East New Britain;TP;PNG;r;1;1512;3112[1214]
3385;1231-1600;1Jan;PNG;NBC East New Britain;TP;PNG;r;1;1512;0101[1214]
3398.5;0000-2400;;RUS;Russian Navy;-CW;RUS;xy;1;;[0616]
3413;1800-1200;;IRL;Shannon Volmet;E;Eu;s;1;0111;3103[0316]
3413;2200-1000;;IRL;Shannon Volmet;E;Eu;s;1;0104;3110[0715]
3413;0000-2400;;USA;San Francisco Radio 1;E;EOc;dx;1;;
3445;0000-2400;;USA;New York Radio CAR-A;E;Car;bg;1;;
3452;0000-2400;;USA;San Francisco Radio 3;E;EOc;dx;1;;
3455;0000-2400;;USA;New York Radio A;E;NAO;bg;1;;[0315]
3455;0000-2400;;USA;San Francisco Radio CWP;E;WOc;/GUM-b;1;;
3455;0000-2400;;USA;San Francisco Radio CWP;E;WOc;/HWA-m;1;;
3458;0815-1600;;CHN;Beijing Volmet x15,x45;E;FE;;1;;
3458;0800-2345;;CHN;Guangzhou Volmet x00,30;E;FE;;1;;
3467;0000-2400;;AUS;Brisbane Radio;E;Oc;ae;1;;
3467;0000-2400;;FJI;Nadi Radio;E;Oc;n;1;;
3467;0000-2400;;NZL;Auckland Radio;E;Oc;a;1;;
3467;0000-2400;;OCE;Tahiti Radio;E;Oc;fa;1;;
3467;0000-2400;;USA;San Francisco Radio;E;Oc;/HWA-m;1;;
3476;0000-2400;;CAN;Gander Radio F;E;NAO;g;1;;
3476;0000-2400;;IRL;Shanwick Radio F;E;NAO;s;1;;
3480;0530-2330;;CLA;Voice of the People;K;KRE;/KOR-g;1;;[0917]
3485;0000-2400;;CAN;Gander Volmet x20,x50;E;NAm;g;1;;[0917]
3485;0000-2400;;USA;New York Volmet x00,x30;E;NAm;bg;1;;[0817]
3491;0000-2400;;AZR;Santa Maria Radio H;E;NAO;sm;1;;
3491;0000-2400;;IRL;Shannon Radio;E;NAO;s;1;;[0117]
3494;1800-0600;;S;Stockholm Radio;E;Eu;;1;;
3509.5;0000-2400;;RUS;RCV Russian Navy;-CW;RUS;se;1;;[0616]
3523;0000-2400;;UZB;Channel Marker V;-CW;CAs;;1;;[0414]
3560;0830-0930;;KRE;Voice of Korea;M;FE;u;1;;
3560;0930-1030;;KRE;Voice of Korea KCBS;K;FE;u;1;;
3560;1130-1230;;KRE;Voice of Korea;M;FE;u;1;;
3560;1330-1430;;KRE;Voice of Korea;E;FE;u;1;;
3560;1430-1530;;KRE;Voice of Korea;F;FE;u;1;;
3560;1530-1630;;KRE;Voice of Korea;E;FE;u;1;;
3560;1630-1730;;KRE;Voice of Korea;F;FE;u;1;;
3560;1730-1830;;KRE;Voice of Korea KCBS;K;FE;u;1;;
3560;1830-1930;;KRE;Voice of Korea;E;FE;u;1;;
3560;1930-2030;;KRE;Voice of Korea;S;FE;u;1;;
3560;2030-2130;;KRE;Voice of Korea;F;FE;u;1;;
3560;2130-2230;;KRE;Voice of Korea;E;FE;u;1;;
3560;2230-2330;;KRE;Voice of Korea;S;FE;u;1;;
3560;2330-0030;;KRE;Voice of Korea KCBS;K;FE;u;1;;
3585;1200-2400;;KOR;HLL Seoul Meteo Fax;;FE;sg;1;;[0216]
3593.7;0000-2400;;RUS;Channel Marker D;-CW;EEu;se;1;;
3593.8;0000-2400;;RUS;Channel Marker P;-CW;RUS;kl;1;;[0116]
3593.9;0000-2400;;RUS;Channel Marker S;-CW;RUS;sm;1;;
3594;0000-2400;;RUS;Channel Marker C;-CW;RUS;m;1;;
3594;0000-2400;;RUS;Channel Marker A;-CW;RUS;as;1;;[0116]
3594.2;0000-2400;;RUS;Channel Marker F;-CW;FE;vl;1;;
3594.3;0000-2400;;RUS;Channel Marker K;-CW;FE;as;1;;
3594.4;0000-2400;;RUS;Channel Marker M;-CW;FE;mg;1;;
3622.5;0000-2400;;J;JMH Japan Meteo Fax;;FE;k;1;;[0216]
3658;0000-2400;;UZB;Channel Marker V;-CW;CAs;;1;;[0116]
3673;0333-0343;;HOL;Netherlands Coastgd Wx;E;WEu;cg;1;;
3673;0733-0743;;HOL;Netherlands Coastgd Wx;E;WEu;cg;1;;
3673;0940-0950;;HOL;Netherlands Coastgd Wx;E;WEu;cg;1;;
3673;1133-1143;;HOL;Netherlands Coastgd Wx;E;WEu;cg;1;;
3673;1533-1543;;HOL;Netherlands Coastgd Wx;E;WEu;cg;1;;
3673;1933-1943;;HOL;Netherlands Coastgd Wx;E;WEu;cg;1;;
3673;2140-2150;;HOL;Netherlands Coastgd Wx;E;WEu;cg;1;;
3673;2333-2343;;HOL;Netherlands Coastgd Wx;E;WEu;cg;1;;
3683;0000-2400;;RUS;Russian Navy;-CW;RUS;xy;1;;[0616]
3695;0930-0942;+-5;KRE;V28 Parrot Spy Numbers;K;FE;;1;;
3696;1700-1710;Mo;RUS;G06 Russian Spy Numbers;D;RUS;xx;1;0101;2802[0216]
3714;0000-2400;;RUS;RMP Russian Navy;-CW;RUS;kl;1;;[0616]
3728;1700-1710;Mo;RUS;G06 Russian Spy Numbers;D;RUS;xx;1;0111;3112[1215]
3740;0733-0743;;BUL;LZW Varna Radio;E;BUL;va;1;;
3740;1333-1343;;BUL;LZW Varna Radio;E;BUL;va;1;;
3740;1933-1943;;BUL;LZW Varna Radio;E;BUL;va;1;;
3744;2020-2030;We;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;0103;3004[0414]
3744;2020-2030;We;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;0109;3110[0914]
3756;1300-0430;;RUS;The Pip, Rostov;-TS;EEu;rp;4;;[0216]
3756;1500-0330;;RUS;The Pip, Rostov;-TS;EEu;rp;5;;[0417]
3790;0000-2400;;ARM;Armenian Military Net;AR;Cau;;1;;[0716]
3828;1600-0600;;RUS;The Squeaky Wheel;;RUS;xx;1;;[0417]
3838;1905-1910;Mo,Th;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0111;2802[1114]
3842;1935-1940;Sa;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0111;2802[1114]
3852;0000-2400;;RUS;Russian Navy;-CW;RUS;xy;1;;[0616]
3855;0430-0545;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;
3855;0638-1155;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;
3855;1236-1551;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;
3855;1636-1655;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;
3855;1800-1947;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;
3855;2035-2300;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;
3900;0210-0700;We-Mo;CHN;PBS Hulun Buir;M;CHN;ha;1;;
3900;0900-1440;;CHN;PBS Hulun Buir;M;CHN;ha;1;;[0415]
3900;2130-0210;;CHN;PBS Hulun Buir;M;CHN;ha;1;;[1216]
3903;0000-2400;;D;DHM91 German Air Force;E;Eu;al;1;;[0816]
3910;0530-2330;;CLA;Voice of the People;K;KRE;/KOR-g;6;1805;2305[0617]
3910;0530-2330;;CLA;Voice of the People;K;KRE;/KOR-g;1;1306;[0917]
3912;0530-2330;;CLA;Voice of the People;K;KRE;/KOR-g;6;2603;1705[0317]
3912;0530-2330;;CLA;Voice of the People;K;KRE;/KOR-g;6;2405;1206[0617]
3915;2200-2400;;G;BBC;E;INS;/SNG;0;;
3925;0800-1200;;J;Radio Nikkei 1;J;FE;n;1;;
3925;0830-0900;Sa;J;Radio Nikkei 1;E;FE;c;1;;
3925;0830-0900;Sa;J;Radio Nikkei 1;E;FE;n;1;;
3925;1200-1330;Mo-Fr;J;Radio Nikkei 1;J;FE;n;1;;
3925;1330-1400;Th;J;Radio Nikkei 1;E;FE;c;1;;[0217]
3925;1330-1415;Fr;J;Radio Nikkei 1;J;FE;n;1;;
3925;2155-1500;;J;Radio Nikkei 1;J;FE;c;1;;[0917]
3925;2225-2300;;J;Radio Nikkei 1;J;FE;n;1;;
3930;0530-2330;;CLA;Voice of the People;K;KRE;/KOR-g;1;1805;[0817]
3944.2;1830-1500;;VUT;Radio Vanuatu;BSL;VUT;;8;;[0916]
3945;0900-1400;Mo-Fr;J;Radio Nikkei 2;J;FE;c;1;;[1017]
3945;2300-0900;;J;Radio Nikkei 2;J;FE;c;1;0504;
3950;1205-1800;;CHN;PBS Xinjiang;M;CHN;uc;4;;
3950;2310-0230;;CHN;PBS Xinjiang;M;CHN;uc;4;;
3955;0459-0600;;G;BBC DIGITAL;E;CEu;w;0;;
3955;2000-2100;;KOR;KBS World Radio;D;WEu;/G-w;0;;
3955;1900-2000;;TWN;Radio Taiwan Int.;F;SEu;/G-w;0;;
3958.5;2030-1830;;KRE;KCBS Pyongyang;K;KRE;k;1;;[0817]
3965;0100-0057;;F;Radio France DIGITAL;F;Eu;;0;;
3969;0430-0630;;KRE;Echo of Unification;K;KOR;c;1;;[0817]
3969;1230-1430;;KRE;Echo of Unification;K;KOR;c;1;;
3969;2230-0030;;KRE;Echo of Unification;K;KOR;c;1;;
3975;0530-0610;Su;CVA;Radio Vaticana;L;SEu;;2;;
3975;1940-2000;Su;CVA;Radio Vaticana;Ros;SEu;;4;;
3975;2040-2100;;CVA;Radio Vaticana;A;CEu;;2;;
3975;1200-1400;Mo-Sa;D;Shortwave Radio;E;WEu;wl;2;0109;
3975;1600-1800;Mo-Sa;D;Shortwave Radio;E;WEu;wl;2;0109;[1017]
3975;2000-2200;Mo-Sa;D;Shortwave Radio;E;WEu;wl;2;0109;[1017]
3976;2030-1830;;KRE;KCBS Pyongyang;K;KRE;k;1;;
3984;0000-2400;;RUS;Russian Navy;-CW;RUS;xy;1;;[0616]
3985;1930-2000;;ALB;Radio Tirana;D;CEu;/D-k;2;;
3985;2100-2200;Mo-Fr;ARG;R.Argentina al Exterior;D;CEu;/D-k;2;1505;
3985;2100-2200;SaSu;BLR;Radio Belarus;D;CEu;/D-k;2;1505;
3985;2100-2300;;BLR;Radio Belarus;D;CEu;/D-k;6;2603;1405
3985;2200-2400;;BLR;Radio Belarus;D;CEu;/D-k;2;1505;
3985;0900-1605;;CHN;CNR 2 China Business R.;M;CHN;q;4;;
3985;1200-1605;;CHN;CNR 2 China Business R.;M;CHN;q;5;;
3985;0555-2400;;CLA;Echo of Hope VOH;K;KRE;/KOR-o;1;;[0817]
3985;1700-1800;4.Su;D;Radio.Menschen.Geschi.;D;CEu;k;2;;
3985;0000-0500;;D;Shortwaveservice;D;CEu;k;6;2603;1405
3985;0030-0500;;D;Shortwaveservice;D;CEu;k;2;1505;
3985;0600-0630;Su;D;Shortwaveservice;D;CEu;k;2;;
3985;1400-1600;;D;Shortwaveservice;D;CEu;k;2;;
3985;1700-1800;;D;Shortwaveservice;D;CEu;k;2;;
3985;1827-1830;SaSu;D;Shortwaveservice;D;CEu;k;2;;
3985;1857-1900;;D;Shortwaveservice;D;CEu;k;2;;
3985;1927-1930;;D;Shortwaveservice;D;CEu;k;2;;
3985;2000-2030;SaSu;D;Shortwaveservice;D;CEu;k;2;;
3985;2330-2400;;D;Shortwaveservice;D;CEu;k;6;2603;1405
3985;1700-1800;16Apr;D;SWS Bye-bye Sitkunai;E;CEu;k;6;1104;1604
3985;1827-1830;Mo-Fr;DNK;Nordschleswiger;D;CEu;/D-k;2;;
3985;0900-1000;15Apr;HOL;Radio Nederland;E;CEu;/D-k;6;1104;1504
3985;1000-1200;15Apr;HOL;Radio Nederland;E;CEu;/D-k;6;1104;1504
3985;1200-1300;15Apr;HOL;Radio Nederland;E;CEu;/D-k;6;1104;1504
3985;1300-1400;15Apr;HOL;Radio Nederland;E;CEu;/D-k;6;1104;1504
3985;1400-1500;15Apr;HOL;Radio Nederland;E;CEu;/D-k;6;1104;1504
3985;1500-1600;15Apr;HOL;Radio Nederland;E;CEu;/D-k;6;1104;1504
3985;0000-0030;;MNG;Voice of Mongolia;E;CEu;/D-k;2;1505;
3985;2300-2330;;MNG;Voice of Mongolia;E;CEu;/D-k;6;2603;1405
3985;0630-0700;;POL;Polskie Radio;D;CEu;/D-k;2;;
3985;2030-2100;;POL;Polskie Radio;D;CEu;/D-k;2;;
3985;0600-0630;Mo-Sa;SUI;SRF;D;CEu;/D-k;2;;
3985;1600-1700;;SUI;SRF;D;CEu;/D-k;2;;
3985;2000-2030;Mo-Fr;SUI;SRF;D;CEu;/D-k;2;;
3985;0500-0527;;SVK;Radio Slovakia Int.;F;CEu;/D-k;2;;
3985;0530-0557;;SVK;Radio Slovakia Int.;E;CEu;/D-k;2;;
3985;1800-1827;;SVK;Radio Slovakia Int.;D;CEu;/D-k;2;;
3985;1830-1857;;SVK;Radio Slovakia Int.;F;CEu;/D-k;2;;
3985;1900-1927;;SVK;Radio Slovakia Int.;E;CEu;/D-k;2;;
3990;2300-2400;;CHN;China National Radio 11;TB;CHN;he;1;;
3990;0000-0100;;CHN;PBS Gannan;TB;CHN;he;1;;
3990;0350-0650;;CHN;PBS Gannan;TB;CHN;he;4;;
3990;0950-1400;;CHN;PBS Gannan;TB;CHN;he;1;;[0617]
3990;2248-2300;;CHN;PBS Gannan;TB;CHN;he;1;;[0217]
3990;1135-1200;;CHN;PBS Xinjiang;UI;CHN;uc;4;;
3990;1200-1230;;CHN;PBS Xinjiang;UI;CHN;uc;4;;
3990;1230-1800;;CHN;PBS Xinjiang;UI;CHN;uc;4;;
3990;2310-0300;;CHN;PBS Xinjiang;UI;CHN;uc;4;;
3995;0300-0330;;EQA;HCJB Voice of Andes;R;CEu;/D-we;2;;
3995;0330-1600;;EQA;HCJB Voice of Andes;D;CEu;/D-we;2;;
3995;1600-1630;;EQA;HCJB Voice of Andes;D-P;CEu;/D-we;2;;
3995;1630-1900;;EQA;HCJB Voice of Andes;D;CEu;/D-we;2;;
3995;1900-1930;;EQA;HCJB Voice of Andes;D-P;CEu;/D-we;2;;
3995;1930-2000;;EQA;HCJB Voice of Andes;D;CEu;/D-we;5;;
3995;1930-2200;;EQA;HCJB Voice of Andes;D;CEu;/D-we;4;;
3995;2200-0300;;EQA;HCJB Voice of Andes;E;CEu;/D-we;4;;
4000;0000-2400;;ISR;4XZ Israeli Navy Haifa;-CW;;;1;;[0517]
4010;0000-1230;;KGZ;Birinchi Radio;KG;CAs;b;1;;[1017]
4010;0110-0130;Su;KGZ;Birinchi Radio;R;CAs;b;1;;[0817]
4010;1230-1700;;KGZ;Birinchi Radio;KG;CAs;b;1;;[0917]
4010;1410-1430;Su;KGZ;Birinchi Radio;R;CAs;b;1;;[1114]
4010;1700-1728;Mo-Fr;KGZ;Birinchi Radio;KG;CAs;b;1;;[0617]
4010;1700-1730;SaSu;KGZ;Birinchi Radio;R;CAs;b;1;;
4010;1728-1800;Mo-Fr;KGZ;Birinchi Radio;R;CAs;b;1;;[1216]
4010;1730-1800;SaSu;KGZ;Birinchi Radio;KG;CAs;b;1;;
4010;1800-2000;irr;KGZ;Birinchi Radio;KG;CAs;b;1;;[0717]
4010;2000-2100;irr;KGZ;Birinchi Radio;R;CAs;b;8;;[0116]
4014;0430-0600;;AFS;ZSJ CapeNaval Meteo Fax;;SAf;ct;4;;
4014;1600-1730;;AFS;ZSJ CapeNaval Meteo Fax;;SAf;ct;4;;
4014;2230-2300;;AFS;ZSJ CapeNaval Meteo Fax;;SAf;ct;4;;
4015;0000-2400;;IRL;Laser Hot Hits;E;Eu;xx;1;;
4016;1955-2005;We,Fr;POL;S11 Polish Spy Numbers;R;;p;1;0103;3004[0417]
4016;1955-2005;We,Fr;POL;S11 Polish Spy Numbers;R;;p;1;0109;3110[1014]
4029;0000-2400;;IRL;Laser Hot Hits;E;Eu;xx;1;;[0117]
4045;1000-1030;;USA;WCY Marine Weather Ctr;E;Car;LL;2;;
4045;1030-1100;;USA;WCY Marine Weather Ctr;E;BAH;LL;2;;
4047;2020-2030;We;RUS;E06 Russian Spy Numbers;E;RUS;xx;1;0111;2802[1114]
4055;0000-0015;Su;GTM;Radio Verdad;E;CAm;;6;2603;2708
4055;0300-0400;Su;GTM;Radio Verdad;E;CAm;;6;2603;2708[0216]
4055;0300-0400;Mo-Sa;GTM;Radio Verdad;S;CAm;;6;2603;2708[0317]
4055;0400-0500;Tu-Su;GTM;Radio Verdad;S;CAm;;6;2603;2708[0517]
4055;0500-0620;Tu-Su;GTM;Radio Verdad;E;CAm;;6;2603;2708[0817]
4055;1000-1130;Mo-Sa;GTM;Radio Verdad;E,S;CAm;;6;2603;2708[0617]
4055;1130-0300;;GTM;Radio Verdad;S;CAm;;6;2603;2708[0817]
4055;0216-0245;Sa;USA;Frecuencia al Día;S;CAm;/GTM;6;2603;2708[0316]
4066;1130-1140;;FLK;Falkland Fisheries Dept;E;FLK;;1;;
4084;0000-2400;;UZB;Channel Marker V;-CW;CAs;;1;;[0516]
4095.5;0000-2400;;RUS;Russian Navy;-CW;RUS;xy;1;;[0616]
4125;0300-0320;;ALS;KCB53 NWS Barrow;E;ALS;ba;5;;
4125;1430-1450;;ALS;KCB53 NWS Barrow;E;ALS;ba;5;;
4125;0530-0550;;ALS;KCI94 NWS Nome;E;ALS;no;2;;
4125;1930-1950;;ALS;KCI94 NWS Nome;E;ALS;no;2;;
4125;0430-0450;;ALS;KCI95 NWS Cold Bay;E;ALS;cb;2;;
4125;1830-1850;;ALS;KCI95 NWS Cold Bay;E;ALS;cb;2;;
4125;0030-0050;;ALS;KCI98 NWS King Salmon;E;ALS;ks;2;;
4125;1730-1750;;ALS;KCI98 NWS King Salmon;E;ALS;ks;2;;
4125;0040-0100;;ALS;KDG58 NWS Annette;E;ALS;an;4;;
4125;1500-1520;;ALS;KDG58 NWS Annette;E;ALS;an;2;;
4125;2340-2400;;ALS;KDG58 NWS Annette;E;ALS;an;5;;
4125;0300-0320;;ALS;KWL38 NWS Kodiak;E;ALS;k;2;;
4125;1600-1620;;ALS;KWL38 NWS Kodiak;E;ALS;k;2;;
4125;0000-2400;;HKG;VRC Marine Rescue Radio;E;FE;m;1;;
4146;0345-0400;;AUS;VMT Hobart Radio Wx;E;Tas;;1;;
4146;0903-0918;;AUS;VMT Hobart Radio Wx;E;Tas;;1;;
4146;2145-2200;;AUS;VMT Hobart Radio Wx;E;Tas;;1;;
4146;2303-2318;;AUS;VMT Hobart Radio Wx;E;Tas;;1;;
4146;0003-0035;;NZL;ZLM Taupo Maritime R.;E;Oc;t;5;;
4146;0133-0205;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
4146;0533-0605;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
4146;0803-0835;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
4146;1333-1405;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
4146;1733-1805;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
4146;2003-2035;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
4146;2303-2335;;NZL;ZLM Taupo Maritime R.;E;Oc;t;4;;
4146;0600-0610;;URG;CWC30 La Paloma Radio;S;URG;lp;1;;
4146;1200-1210;;URG;CWC30 La Paloma Radio;S;URG;lp;1;;
4146;1900-1910;;URG;CWC30 La Paloma Radio;S;URG;lp;1;;
4146;0103-0113;;URG;CWC39 Montevideo Radio;S;URG;tr;1;;
4146;1133-1143;;URG;CWC39 Montevideo Radio;S;URG;tr;1;;
4146;1903-1913;;URG;CWC39 Montevideo Radio;S;URG;tr;1;;
4149;0310-0320;;ARG;L2T Mar del Plata Radio;S;ARG;mp;1;;
4149;1610-1620;;ARG;L2T Mar del Plata Radio;S;ARG;mp;1;;
4149;1740-1750;;ARG;L2W Comodoro Rivadavia;S,E;ARG;cr;1;;
4149;2300-1000;;AUS;VMW Wiluna WA;E;AUS;w;1;;
